# Title Segmentation Statistics 
# 
# generating_program mri_segstats
# cvs_version $Id: mri_segstats.c,v 1.75.2.9 2013/02/16 00:09:33 greve Exp $
# cmdline mri_segstats --annot nmasa_121_140703 lh test --i ../surf/lh.thickness --sum lh.thickness.sum 
# sysname  Linux
# hostname nimbus
# machine  x86_64
# user     stepanov
# anatomy_type surface
# 
# SUBJECTS_DIR /autofs/cluster/iaslab/nmasa/mri/recon
# subjectname nmasa_121_140703
# Annot nmasa_121_140703 lh test
# ColorTable /tmp/mri_segstats.tmp.nmasa_121_140703.lh.204.ctab 
# ColorTableTimeStamp 2016/05/24 15:27:48 
# InVolFile  ../surf/lh.thickness 
# InVolFileTimeStamp  2014/07/09 09:06:33 
# InVolFrame 0 
# Only reporting non-empty segmentations
# VertexArea_mm2 0.658455 
# TableCol  1 ColHeader Index 
# TableCol  1 FieldName Index 
# TableCol  1 Units     NA 
# TableCol  2 ColHeader SegId 
# TableCol  2 FieldName Segmentation Id
# TableCol  2 Units     NA
# TableCol  3 ColHeader NVertices 
# TableCol  3 FieldName Number of Vertices
# TableCol  3 Units     unitless
# TableCol  4 ColHeader Area_mm2
# TableCol  4 FieldName Area
# TableCol  4 Units     mm^2
# TableCol  5 ColHeader StructName
# TableCol  5 FieldName Structure Name
# TableCol  5 Units     NA
# TableCol  6 ColHeader Mean 
# TableCol  6 FieldName Intensity Mean
# TableCol  6 Units     unknown
# TableCol  7 ColHeader StdDev
# TableCol  7 FieldName Itensity StdDev
# TableCol  7 Units     unknown
# TableCol  8 ColHeader Min
# TableCol  8 FieldName Intensity Min
# TableCol  8 Units     unknown
# TableCol  9 ColHeader Max
# TableCol  9 FieldName Intensity Max
# TableCol  9 Units     unknown
# TableCol 10 ColHeader Range
# TableCol 10 FieldName Intensity Range
# TableCol 10 Units     unknown
# NRows 162 
# NTableCols 10 
# ColHeaders  Index SegId NVertices Area_mm2 StructName Mean StdDev Min Max Range  
 96  95       760      501.6  ic2.tri_vertex_95                  2.4518     0.7620     0.0000     5.0000     5.0000 
 97  96       782      499.9  ic2.tri_vertex_96                  2.3760     0.8228     0.0000     5.0000     5.0000 
 98  97       743      497.4  ic2.tri_vertex_97                  2.3945     0.7737     0.0000     4.1576     4.1576 
 99  98       767      488.3  ic2.tri_vertex_98                  2.5102     0.8062     0.0000     4.6889     4.6889 
100  99       721      485.1  ic2.tri_vertex_99                  2.4455     0.8534     0.0000     4.7602     4.7602 
101 100       764      487.2  ic2.tri_vertex_100                 2.4993     0.8052     0.0000     4.8061     4.8061 
102 101       761      507.1  ic2.tri_vertex_101                 2.4430     0.7678     0.0000     4.4503     4.4503 
103 102       727      470.9  ic2.tri_vertex_102                 2.3415     0.8954     0.0000     5.0000     5.0000 
104 103       726      483.7  ic2.tri_vertex_103                 2.2784     0.8618     0.0000     5.0000     5.0000 
105 104       759      489.7  ic2.tri_vertex_104                 2.4388     0.9586     0.0000     4.7103     4.7103 
106 105       762      499.3  ic2.tri_vertex_105                 2.3261     0.7967     0.0000     4.7272     4.7272 
107 106       765      513.1  ic2.tri_vertex_106                 2.3564     0.9261     0.0000     4.6378     4.6378 
108 107       764      512.0  ic2.tri_vertex_107                 2.4352     0.7893     0.0000     4.6906     4.6906 
109 108       760      505.0  ic2.tri_vertex_108                 2.5214     0.8408     0.0000     4.8990     4.8990 
110 109       728      466.3  ic2.tri_vertex_109                 2.4405     0.8969     0.0000     4.8065     4.8065 
111 110       768      507.8  ic2.tri_vertex_110                 2.4542     0.7301     0.0000     4.4154     4.4154 
112 111       722      503.5  ic2.tri_vertex_111                 2.4814     0.6603     0.0000     4.5852     4.5852 
113 112       760      498.2  ic2.tri_vertex_112                 2.4406     0.8579     0.0000     5.0000     5.0000 
114 113       764      492.9  ic2.tri_vertex_113                 2.3969     0.8883     0.0000     4.6679     4.6679 
115 114       722      465.8  ic2.tri_vertex_114                 2.3459     0.9026     0.0000     5.0000     5.0000 
116 115       729      478.5  ic2.tri_vertex_115                 2.5872     0.8326     0.0000     5.0000     5.0000 
117 116       759      507.5  ic2.tri_vertex_116                 2.5543     0.8720     0.0000     5.0000     5.0000 
118 117       759      480.7  ic2.tri_vertex_117                 2.4737     0.7775     0.0000     4.8090     4.8090 
119 118       767      502.1  ic2.tri_vertex_118                 2.5017     0.7959     0.0000     4.9590     4.9590 
120 119       762      512.1  ic2.tri_vertex_119                 2.3897     0.7093     0.0000     5.0000     5.0000 
121 120       724      467.6  ic2.tri_vertex_120                 2.5594     0.7917     0.0000     5.0000     5.0000 
122 121       731      480.3  ic2.tri_vertex_121                 2.5261     0.8570     0.0000     5.0000     5.0000 
123 122       724      480.5  ic2.tri_vertex_122                 2.3426     0.9583     0.0000     4.7651     4.7651 
124 123       723      495.3  ic2.tri_vertex_123                 2.3151     0.8915     0.0000     4.6059     4.6059 
125 124       765      499.5  ic2.tri_vertex_124                 2.3891     0.8532     0.0000     4.6121     4.6121 
126 125       759      527.1  ic2.tri_vertex_125                 2.4369     0.7916     0.0000     4.7289     4.7289 
127 126       726      496.4  ic2.tri_vertex_126                 2.3611     0.7949     0.0000     4.3647     4.3647 
128 127       761      506.8  ic2.tri_vertex_127                 2.4218     0.7653     0.0000     4.5447     4.5447 
129 128       791      538.0  ic2.tri_vertex_128                 2.3506     0.8483     0.0000     4.4364     4.4364 
130 129       768      500.6  ic2.tri_vertex_129                 2.3936     0.8660     0.0000     4.8479     4.8479 
131 130       766      497.6  ic2.tri_vertex_130                 2.4853     0.8774     0.0000     4.7265     4.7265 
132 131       768      497.4  ic2.tri_vertex_131                 2.3171     0.9239     0.0000     4.5133     4.5133 
133 132       768      517.5  ic2.tri_vertex_132                 2.2279     1.0087     0.0000     5.0000     5.0000 
134 133       720      473.9  ic2.tri_vertex_133                 2.4521     0.8186     0.0000     5.0000     5.0000 
135 134       763      512.2  ic2.tri_vertex_134                 2.2819     0.9434     0.0000     4.5156     4.5156 
136 135       762      506.6  ic2.tri_vertex_135                 2.1436     1.0176     0.0000     4.5606     4.5606 
137 136       724      477.9  ic2.tri_vertex_136                 2.4607     0.7417     0.0000     4.9125     4.9125 
138 137       730      462.0  ic2.tri_vertex_137                 2.3506     0.8670     0.0000     4.5994     4.5994 
139 138       760      508.1  ic2.tri_vertex_138                 2.4375     0.7166     0.0000     4.5102     4.5102 
140 139       755      492.2  ic2.tri_vertex_139                 2.3849     0.8123     0.0000     4.8160     4.8160 
141 140       763      504.7  ic2.tri_vertex_140                 2.3744     0.7864     0.0000     4.9074     4.9074 
142 141       760      494.4  ic2.tri_vertex_141                 2.4261     0.8486     0.0000     4.6180     4.6180 
143 142       764      514.0  ic2.tri_vertex_142                 2.4663     0.8400     0.0000     4.8565     4.8565 
144 143       766      517.9  ic2.tri_vertex_143                 2.3217     1.0505     0.0000     5.0000     5.0000 
145 144       727      489.6  ic2.tri_vertex_144                 2.2099     1.0319     0.0000     5.0000     5.0000 
146 145       760      497.2  ic2.tri_vertex_145                 2.3178     0.9410     0.0000     5.0000     5.0000 
147 146       765      490.2  ic2.tri_vertex_146                 2.3200     0.9295     0.0000     5.0000     5.0000 
148 147       761      516.4  ic2.tri_vertex_147                 2.5303     0.8188     0.0000     4.3733     4.3733 
149 148       766      481.8  ic2.tri_vertex_148                 2.4698     0.9260     0.0000     4.9080     4.9080 
150 149       728      469.9  ic2.tri_vertex_149                 2.5574     0.8485     0.0000     4.6844     4.6844 
151 150       755      517.6  ic2.tri_vertex_150                 2.2991     0.8501     0.0000     4.8530     4.8530 
152 151       765      507.2  ic2.tri_vertex_151                 2.4649     0.8770     0.0000     4.8915     4.8915 
153 152       763      497.1  ic2.tri_vertex_152                 2.4341     0.9444     0.0000     4.9579     4.9579 
154 153       762      496.2  ic2.tri_vertex_153                 2.3099     0.8536     0.0000     5.0000     5.0000 
155 154       732      492.3  ic2.tri_vertex_154                 2.4670     0.7682     0.0000     4.7640     4.7640 
156 155       755      520.6  ic2.tri_vertex_155                 2.4975     0.7373     0.0000     5.0000     5.0000 
157 156       759      502.1  ic2.tri_vertex_156                 2.4298     0.7166     0.0000     4.3158     4.3158 
158 157       768      522.7  ic2.tri_vertex_157                 2.2994     0.8176     0.0000     4.8327     4.8327 
159 158       756      512.4  ic2.tri_vertex_158                 2.4186     0.7917     0.0000     4.9444     4.9444 
160 159       731      457.5  ic2.tri_vertex_159                 2.3612     0.7503     0.0000     4.3951     4.3951 
161 160       764      493.5  ic2.tri_vertex_160                 2.3965     0.8339     0.0000     4.6696     4.6696 
162 161       761      499.1  ic2.tri_vertex_161                 2.4686     0.8809     0.0000     5.0000     5.0000 
